"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1404","The Authorization header is missing","","Mon Sep 01 12:33:00 GMT 2025","passed","Mon Sep 01 12:33:02 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_missingAuthHeader"
"","49","Policy is accepted Jurisdiction Location","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4065","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Sep 01 12:35:18 GMT 2025","passed","Mon Sep 01 12:35:23 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","70","Policy is accepted DataExchangeGovernance use case","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","446","retireAgreement_shouldFail_whenAgreementDoesNotExist()","","Mon Sep 01 12:33:25 GMT 2025","passed","Mon Sep 01 12:33:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldFail_whenAgreementDoesNotExist"
"","103","Policy is not accepted Usage policy with empty permission","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","46","Policy is accepted Jurisdiction Location Reference","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","40","Policy is accepted Empty Policy","","Mon Sep 01 12:33:50 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","5948","transferData_privateBackend()","","Mon Sep 01 12:34:47 GMT 2025","passed","Mon Sep 01 12:34:53 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend"
"","46","Policy is accepted Liability","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1288","Refresh token is null or empty (missing) [1] null","","Mon Sep 01 12:33:03 GMT 2025","passed","Mon Sep 01 12:33:04 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","26","Policy is accepted Jurisdiction Location","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","47","Policy is accepted Liability","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:50 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","5406","When multiple requests to refresh, to different edrs, verify all return non expired token","","Mon Sep 01 12:32:32 GMT 2025","passed","Mon Sep 01 12:32:37 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_subsequentRequestReturn"
"","29","Policy is not accepted Usage policy prohibition with not allowed constraints","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","1253","The authentication token has a invalid id","","Mon Sep 01 12:33:06 GMT 2025","passed","Mon Sep 01 12:33:07 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","136","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist()","","Mon Sep 01 12:33:04 GMT 2025","passed","Mon Sep 01 12:33:05 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowDoesNotExist"
"","3428","Contract policy is fulfilled MembershipCredential","","Mon Sep 01 12:34:57 GMT 2025","passed","Mon Sep 01 12:35:01 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","24","Policy is accepted Jurisdiction Location Reference","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","3507","Contract policy is fulfilled MembershipCredential","","Mon Sep 01 12:35:45 GMT 2025","passed","Mon Sep 01 12:35:48 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","29","Policy is not accepted Policy with mutually exclusive constraints","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","1263","Refresh token success","","Mon Sep 01 12:33:11 GMT 2025","passed","Mon Sep 01 12:33:12 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","68","Policy is accepted Business Partner Group","","Mon Sep 01 12:33:52 GMT 2025","passed","Mon Sep 01 12:33:52 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","24","Policy is accepted Data Frequency","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","10730","httpPushNonFiniteDataTransfer()","","Mon Sep 01 12:36:31 GMT 2025","passed","Mon Sep 01 12:36:42 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushNonFiniteDataTransfer"
"","351","Expect the Catalog request to fail if a credential is revoked","","Mon Sep 01 12:34:57 GMT 2025","passed","Mon Sep 01 12:34:57 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","49","5.4.3.6 Verifier should reject a credential that is not yet valid","","Mon Sep 01 12:32:25 GMT 2025","passed","Mon Sep 01 12:32:25 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_notYetValidCredential"
"","1270","The refresh token does not match the stored one","","Mon Sep 01 12:33:07 GMT 2025","passed","Mon Sep 01 12:33:08 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_withWrongRefreshToken"
"","28","Policy is accepted Usage Purpose","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2982","transferData_success_withProxyOriginalResponse()","","Mon Sep 01 12:34:39 GMT 2025","passed","Mon Sep 01 12:34:42 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse"
"","6486","httpPushDataTransfer()","","Mon Sep 01 12:37:00 GMT 2025","passed","Mon Sep 01 12:37:07 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer"
"","5118","transferData_withSuspendResume()","","Mon Sep 01 12:34:42 GMT 2025","passed","Mon Sep 01 12:34:47 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","10981","httpPushNonFiniteDataTransfer()","","Mon Sep 01 12:37:07 GMT 2025","passed","Mon Sep 01 12:37:18 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushNonFiniteDataTransfer"
"","13189","shouldTerminateTransfer_whenPolicyExpires()","","Mon Sep 01 12:34:14 GMT 2025","passed","Mon Sep 01 12:34:27 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyMonitorEndToEndTest","shouldTerminateTransfer_whenPolicyExpires"
"","32","Policy is not accepted Access policy permission with not allowed constraints","","Mon Sep 01 12:33:51 GMT 2025","passed","Mon Sep 01 12:33:51 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","2071","transferMultipleFile_success(Vault)","","Mon Sep 01 12:32:59 GMT 2025","passed","Mon Sep 01 12:33:01 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferMultipleFile_success"
"","69","Policy is accepted Affiliates Region (IS_ANY_OF, one element)","","Mon Sep 01 12:33:49 GMT 2025","passed","Mon Sep 01 12:33:49 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","5990","transferData_privateBackend_withConsumerDataPlane()","","Mon Sep 01 12:33:59 GMT 2025","passed","Mon Sep 01 12:34:05 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend_withConsumerDataPlane"
"","4295","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Sep 01 12:36:01 GMT 2025","passed","Mon Sep 01 12:36:06 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
